q_id,web_list
1569,"[1896, 372, 1778, 1591, 936]"
1570,"[901, 1613, 368, 739, 1645]"
1571,"[1677, 1809, 665, 1197, 807]"
1572,"[110, 901, 18, 1249, 3]"
1573,"[18, 807, 1574, 647, 1320]"
1574,"[807, 1574, 18, 798, 632]"
1575,"[1825, 1607, 1472, 807, 18]"
1576,"[884, 18, 1573, 662, 1574]"
1577,"[1574, 807, 18, 606, 1052]"
1578,"[1700, 1888, 420, 1701, 665]"
1579,"[478, 114, 401, 1204, 445]"
1580,"[114, 1573, 1585, 1611, 535]"
1581,"[1573, 1611, 114, 16, 667]"
1582,"[1666, 1574, 731, 18, 160]"
1583,"[1573, 478, 401, 807, 1924]"
1584,"[807, 18, 1573, 1204, 606]"
1585,"[807, 18, 691, 1544, 884]"
1586,"[18, 613, 807, 1204, 411]"
1587,"[1587, 1567, 1554, 1574, 1905]"
1588,"[884, 1573, 401, 807, 1191]"
1589,"[18, 1193, 1906, 58, 57]"
1590,"[807, 18, 1573, 1611, 1574]"
1591,"[48, 18, 401, 1924, 478]"
1592,"[993, 1149, 695, 1574, 18]"
1593,"[1525, 1559, 420, 1524, 1888]"
1594,"[124, 869, 160, 1670, 876]"
1595,"[793, 420, 126, 1701, 665]"
1596,"[807, 16, 18, 1204, 403]"
1597,"[1567, 807, 403, 18, 649]"
1598,"[1249, 1587, 1006, 900, 258]"
1599,"[807, 18, 667, 420, 1573]"
1600,"[115, 1574, 470, 620, 544]"
1601,"[1896, 1607, 1186, 1270, 1544]"
1602,"[1900, 1035, 1636, 293, 417]"
1603,"[18, 807, 650, 16, 111]"
1604,"[1186, 1157, 1602, 1270, 1603]"
1605,"[18, 1574, 1584, 807, 1563]"
1606,"[18, 16, 807, 1204, 691]"
1607,"[1611, 18, 1287, 1194, 807]"
1608,"[18, 807, 403, 16, 54]"
1609,"[1655, 1555, 1722, 292, 18]"
1610,"[1320, 749, 1670, 807, 667]"
1611,"[420, 1888, 1902, 1197, 18]"
1612,"[807, 18, 108, 1204, 1573]"
1613,"[807, 1900, 1204, 1574, 446]"
1614,"[1583, 1623, 1527, 1563, 1611]"
1615,"[420, 165, 164, 167, 924]"
1616,"[1593, 1594, 1583, 1563, 1596]"
1617,"[18, 1191, 1573, 692, 807]"
1618,"[1528, 1561, 1588, 1529, 1560]"
1619,"[1567, 1896, 16, 1006, 18]"
1620,"[1169, 1052, 1054, 1204, 722]"
1621,"[18, 1204, 1573, 692, 807]"
1622,"[18, 739, 1574, 1457, 1438]"
1623,"[1188, 1778, 368, 1729, 884]"
1624,"[18, 807, 749, 1643, 1320]"
1625,"[1567, 480, 1063, 16, 44]"
1626,"[1573, 1900, 1204, 18, 807]"
1627,"[362, 1596, 1249, 1594, 1585]"
1628,"[884, 1557, 1890, 1516, 420]"
1629,"[1567, 37, 606, 18, 1063]"
1630,"[420, 1887, 1888, 1574, 1885]"
1631,"[48, 1611, 882, 759, 111]"
1632,"[1611, 1573, 1192, 114, 649]"
1633,"[1900, 478, 1618, 1574, 1194]"
1634,"[18, 534, 58, 54, 57]"
1635,"[1573, 18, 807, 1574, 1587]"
1636,"[1574, 1193, 160, 37, 18]"
1637,"[692, 807, 1573, 1611, 18]"
1638,"[37, 886, 480, 1194, 1574]"
1639,"[18, 419, 1596, 1574, 54]"
1640,"[1555, 1655, 1194, 1574, 84]"
1641,"[1618, 114, 1194, 884, 1617]"
1642,"[18, 606, 1573, 1204, 1574]"
1643,"[18, 807, 1204, 41, 31]"
1644,"[807, 18, 1204, 798, 1056]"
1645,"[18, 1573, 807, 1619, 649]"
1646,"[807, 1204, 1573, 18, 1574]"
1647,"[1889, 1884, 1724, 1573, 18]"
1648,"[692, 18, 1204, 1573, 807]"
1649,"[807, 18, 1204, 798, 662]"
1650,"[807, 18, 1204, 1573, 1567]"
1651,"[18, 807, 739, 1204, 606]"
1652,"[1193, 1029, 1054, 1027, 1025]"
1653,"[1157, 1186, 544, 1574, 1611]"
1654,"[18, 807, 1204, 1573, 336]"
1655,"[1573, 1897, 1922, 807, 48]"
1656,"[1612, 1193, 1620, 1917, 1574]"
1657,"[1617, 1618, 1557, 1619, 108]"
1658,"[807, 1573, 1896, 884, 18]"
1659,"[1567, 611, 807, 425, 1752]"
1660,"[18, 807, 1204, 1544, 1573]"
1661,"[403, 1567, 18, 1573, 720]"
1662,"[16, 807, 1567, 1906, 114]"
1663,"[1778, 807, 18, 1587, 54]"
1664,"[535, 565, 1457, 1574, 561]"
1665,"[1555, 1617, 1655, 1924, 807]"
1666,"[1567, 1063, 18, 1896, 16]"
1667,"[1825, 1607, 1472, 807, 18]"
1668,"[1906, 1066, 1574, 1916, 1561]"
1669,"[18, 1573, 1574, 1204, 807]"
1670,"[420, 665, 793, 1701, 126]"
1671,"[1884, 1896, 1562, 1611, 1906]"
1672,"[1607, 1896, 18, 1539, 1554]"
1673,"[1896, 1613, 1067, 1066, 1589]"
1674,"[1588, 18, 1564, 1489, 1554]"
1675,"[1186, 1607, 368, 1157, 1825]"
1676,"[18, 1574, 807, 1588, 1516]"
1677,"[476, 477, 474, 105, 1289]"
1678,"[1567, 18, 807, 1574, 37]"
1679,"[845, 1629, 1574, 1194, 18]"
1680,"[807, 1896, 1897, 1922, 1573]"
1681,"[1567, 807, 16, 18, 1573]"
1682,"[903, 18, 1684, 56, 968]"
1683,"[868, 1748, 478, 807, 18]"
1684,"[1573, 807, 649, 1611, 114]"
1685,"[18, 807, 1525, 403, 1573]"
1686,"[807, 18, 1204, 1574, 1573]"
1687,"[18, 1574, 37, 1613, 58]"
1688,"[807, 18, 1573, 16, 403]"
1689,"[807, 18, 91, 1611, 1573]"
1690,"[1603, 1602, 425, 1666, 1157]"
1691,"[1204, 18, 807, 1249, 1573]"
1692,"[1611, 18, 903, 1573, 1204]"
1693,"[1574, 1194, 1193, 1620, 1561]"
1694,"[18, 807, 1287, 884, 1567]"
1695,"[1700, 420, 1197, 1902, 1541]"
1696,"[665, 420, 1701, 793, 472]"
1697,"[1204, 1573, 18, 807, 1404]"
1698,"[1607, 901, 1906, 1186, 1896]"
1699,"[420, 1888, 1902, 124, 1197]"
1700,"[1193, 1620, 1809, 1612, 1034]"
1701,"[403, 1063, 1320, 48, 1554]"
1702,"[891, 18, 37, 872, 1574]"
1703,"[807, 645, 649, 1573, 1204]"
1704,"[73, 57, 58, 54, 1338]"
1705,"[18, 807, 403, 665, 16]"
1706,"[886, 1033, 1587, 1542, 1629]"
1707,"[1628, 124, 1887, 420, 1884]"
1708,"[478, 1924, 1900, 1915, 1574]"
1709,"[1186, 739, 1607, 1778, 1612]"
1710,"[1574, 1778, 18, 1573, 1204]"
1711,"[1249, 16, 1567, 1717, 1679]"
1712,"[420, 1701, 1573, 124, 1574]"
1713,"[647, 807, 1574, 18, 1573]"
1714,"[18, 807, 1619, 1204, 1249]"
1715,"[807, 1204, 18, 401, 1573]"
1716,"[807, 18, 1204, 1573, 57]"
1717,"[606, 18, 1573, 16, 1204]"
1718,"[50, 801, 54, 58, 57]"
1719,"[1573, 1587, 113, 1574, 807]"
1720,"[1066, 1032, 1574, 1921, 1194]"
1721,"[18, 1574, 739, 1825, 1863]"
1722,"[18, 1573, 1778, 1896, 807]"
1723,"[1585, 1563, 1596, 1583, 1194]"
1724,"[124, 1279, 1525, 1778, 1888]"
1725,"[18, 807, 1204, 1592, 1677]"
1726,"[1896, 1588, 1906, 677, 1573]"
1727,"[904, 1670, 4, 425, 884]"
1728,"[1897, 1922, 1896, 1589, 1899]"
1729,"[1573, 807, 1204, 18, 445]"
1730,"[659, 65, 1506, 63, 1778]"
1731,"[1555, 1617, 1655, 1194, 1804]"
1732,"[884, 807, 1544, 401, 1191]"
1733,"[349, 1054, 53, 135, 54]"
1734,"[18, 1573, 1567, 160, 930]"
1735,"[401, 18, 807, 801, 1204]"
1736,"[665, 420, 126, 793, 1201]"
1737,"[1573, 1902, 1900, 807, 1204]"
1738,"[35, 38, 8, 1574, 1917]"
1739,"[807, 18, 401, 1717, 16]"
1740,"[739, 901, 1784, 1587, 1186]"
1741,"[407, 1043, 876, 1255, 926]"
1742,"[420, 160, 18, 665, 772]"
1743,"[18, 807, 665, 884, 16]"
1744,"[1287, 18, 1804, 807, 884]"
1745,"[1896, 368, 901, 1186, 1607]"
1746,"[480, 18, 51, 1567, 1574]"
1747,"[16, 606, 18, 1204, 807]"
1748,"[18, 1574, 1930, 1584, 1204]"
1749,"[403, 1320, 1574, 480, 18]"
1750,"[1607, 1896, 1157, 886, 1643]"
1751,"[1574, 18, 1441, 500, 1542]"
1752,"[1585, 1596, 1563, 1194, 54]"
1753,"[114, 1573, 884, 1896, 18]"
1754,"[18, 1287, 1573, 48, 54]"
1755,"[18, 403, 58, 54, 57]"
1756,"[1573, 18, 1574, 37, 16]"
1757,"[1567, 1249, 1204, 16, 18]"
1758,"[417, 18, 807, 884, 416]"
1759,"[403, 18, 480, 807, 1567]"
1760,"[807, 18, 884, 1900, 723]"
1761,"[1574, 1585, 1194, 1596, 1621]"
1762,"[480, 403, 1567, 18, 807]"
1763,"[807, 18, 1204, 1574, 667]"
1764,"[650, 659, 646, 639, 807]"
1765,"[807, 18, 1197, 1204, 1888]"
1766,"[1574, 1916, 1587, 18, 1029]"
1767,"[1461, 1929, 1204, 1434, 1924]"
1768,"[807, 1204, 18, 1574, 1567]"
1769,"[1607, 1157, 135, 783, 901]"
1770,"[1525, 1700, 1559, 1524, 1516]"
1771,"[18, 480, 468, 403, 807]"
1772,"[420, 869, 876, 1778, 864]"
1773,"[18, 1204, 82, 1717, 807]"
1774,"[623, 1896, 1186, 739, 608]"
1775,"[1194, 868, 1621, 1573, 1748]"
1776,"[1186, 1602, 1157, 1421, 1080]"
1777,"[623, 1072, 18, 403, 57]"
1778,"[403, 1825, 18, 807, 884]"
1779,"[18, 403, 1204, 807, 1573]"
1780,"[1573, 807, 1619, 884, 1611]"
1781,"[807, 1629, 890, 1574, 18]"
1782,"[1573, 807, 632, 91, 649]"
1783,"[1193, 18, 1927, 1587, 1612]"
1784,"[807, 18, 1717, 413, 1567]"
1785,"[18, 807, 1204, 798, 1056]"
1786,"[18, 807, 16, 1204, 784]"
1787,"[37, 480, 1204, 1679, 1457]"
1788,"[1186, 1725, 608, 739, 1863]"
1789,"[403, 807, 1186, 1157, 18]"
1790,"[807, 1204, 18, 16, 662]"
1791,"[1700, 420, 665, 1701, 1574]"
1792,"[1613, 1603, 1896, 1894, 1344]"
1793,"[1389, 1193, 1574, 18, 1564]"
1794,"[692, 807, 1573, 1601, 18]"
1795,"[665, 472, 807, 1197, 667]"
1796,"[807, 1567, 18, 1204, 1574]"
1797,"[1573, 807, 18, 1593, 1673]"
1798,"[1607, 807, 403, 884, 18]"
1799,"[18, 1574, 807, 37, 1573]"
1800,"[18, 807, 1056, 1204, 662]"
1801,"[403, 18, 807, 111, 1574]"
1802,"[807, 1204, 18, 606, 403]"
1803,"[1599, 1574, 884, 1587, 1593]"
1804,"[1670, 881, 97, 96, 124]"
1805,"[1896, 1567, 1191, 18, 807]"
1806,"[18, 807, 16, 1204, 606]"
1807,"[1607, 1596, 1563, 1805, 1611]"
1808,"[18, 1573, 1922, 1897, 807]"
1809,"[1555, 1617, 1655, 891, 18]"
1810,"[1249, 860, 449, 1276, 1724]"
1811,"[692, 1601, 18, 1204, 807]"
1812,"[18, 1573, 1638, 807, 110]"
1813,"[807, 18, 1204, 606, 1404]"
1814,"[1574, 1542, 1530, 1554, 1894]"
1815,"[1574, 807, 68, 884, 18]"
1816,"[1573, 114, 1249, 1585, 1596]"
1817,"[807, 1204, 445, 18, 1573]"
1818,"[18, 1574, 807, 1567, 665]"
1819,"[403, 1320, 807, 1204, 1567]"
1820,"[298, 441, 437, 1263, 1271]"
1821,"[807, 1567, 18, 884, 1204]"
1822,"[287, 1666, 1040, 731, 728]"
1823,"[1906, 1588, 1300, 452, 1928]"
1824,"[1896, 1587, 1542, 1544, 43]"
1825,"[807, 1567, 1573, 18, 1204]"
1826,"[1204, 478, 1573, 807, 501]"
1827,"[1563, 46, 109, 1622, 1713]"
1828,"[18, 1619, 1534, 1193, 807]"
1829,"[1897, 1922, 1611, 1505, 807]"
1830,"[1457, 18, 807, 1574, 57]"
1831,"[1191, 1613, 1639, 901, 1638]"
1832,"[807, 1574, 1204, 18, 1028]"
1833,"[18, 807, 54, 57, 58]"
1834,"[1573, 361, 665, 374, 220]"
1835,"[1204, 1573, 807, 1924, 18]"
1836,"[1906, 1588, 1528, 1897, 1922]"
1837,"[807, 1929, 18, 723, 1574]"
1838,"[1573, 114, 116, 1204, 662]"
1839,"[1896, 1906, 1588, 1574, 1191]"
1840,"[114, 16, 1567, 807, 649]"
1841,"[1692, 1380, 905, 88, 1718]"
1842,"[108, 1896, 368, 1098, 80]"
1843,"[1574, 1929, 1194, 18, 1592]"
1844,"[891, 1072, 108, 368, 1896]"
1845,"[1915, 1567, 18, 37, 1574]"
1846,"[1563, 1574, 18, 1573, 1160]"
1847,"[884, 1191, 1607, 1157, 1522]"
1848,"[1613, 1574, 1894, 324, 18]"
1849,"[665, 1888, 1713, 1670, 126]"
1850,"[692, 1601, 1573, 1611, 693]"
1851,"[1193, 1033, 1882, 1778, 1574]"
1852,"[807, 18, 1204, 1574, 478]"
1853,"[1193, 18, 1612, 1574, 1603]"
1854,"[1204, 1249, 478, 1457, 807]"
1855,"[420, 1701, 665, 176, 175]"
1856,"[18, 807, 349, 53, 1204]"
1857,"[73, 884, 480, 468, 1574]"
1858,"[18, 1573, 807, 1204, 884]"
1859,"[1204, 606, 16, 807, 18]"
1860,"[1204, 807, 16, 18, 649]"
1861,"[1936, 1602, 1603, 1276, 1935]"
1862,"[160, 420, 18, 1670, 932]"
1863,"[18, 403, 1300, 1473, 807]"
1864,"[1607, 1825, 1896, 478, 1157]"
1865,"[1607, 1896, 901, 739, 368]"
1866,"[561, 1461, 478, 1459, 1574]"
1867,"[1896, 901, 1573, 1607, 807]"
1868,"[160, 930, 936, 620, 470]"
1869,"[18, 807, 1204, 723, 1574]"
1870,"[807, 16, 649, 1573, 18]"
1871,"[18, 480, 1567, 51, 57]"
1872,"[1573, 16, 1611, 1204, 807]"
1873,"[903, 18, 1428, 51, 1573]"
1874,"[1149, 67, 1666, 823, 419]"
1875,"[1597, 1563, 1778, 1583, 807]"
1876,"[18, 807, 1204, 374, 723]"
1877,"[1320, 403, 807, 18, 1888]"
1878,"[739, 1438, 672, 608, 1186]"
1879,"[1587, 927, 1922, 1897, 1627]"
1880,"[18, 403, 58, 54, 57]"
1881,"[1574, 1006, 927, 1587, 18]"
1882,"[807, 18, 403, 1573, 1204]"
1883,"[1033, 1574, 1194, 1917, 1587]"
1884,"[108, 1072, 1574, 91, 891]"
1885,"[1896, 891, 368, 1619, 1204]"
1886,"[1607, 1186, 368, 1157, 901]"
1887,"[1900, 561, 478, 1619, 108]"
1888,"[18, 865, 1574, 807, 647]"
1889,"[1612, 1896, 1625, 1574, 1554]"
1890,"[1567, 18, 37, 403, 16]"
1891,"[420, 1670, 124, 1201, 1888]"
1892,"[18, 1573, 16, 455, 114]"
1893,"[1555, 1573, 1655, 1617, 1194]"
1894,"[1204, 18, 478, 1544, 401]"
1895,"[1191, 677, 807, 1521, 692]"
1896,"[67, 160, 930, 1149, 419]"
1897,"[541, 18, 1917, 1591, 1686]"
1898,"[807, 1573, 1603, 18, 1204]"
1899,"[114, 1573, 1611, 18, 1191]"
1900,"[16, 649, 807, 18, 1573]"
1901,"[1573, 478, 18, 1924, 798]"
1902,"[927, 18, 807, 1574, 1638]"
1903,"[1573, 807, 18, 1611, 1563]"
1904,"[885, 18, 1574, 403, 807]"
1905,"[1922, 1897, 868, 1574, 1611]"
1906,"[1896, 135, 1809, 1157, 623]"
1907,"[18, 368, 1573, 1574, 54]"
1908,"[1461, 478, 1924, 401, 561]"
1909,"[1587, 1554, 113, 884, 1191]"
1910,"[1888, 1902, 420, 1887, 1197]"
1911,"[739, 403, 1186, 608, 884]"
1912,"[1567, 18, 807, 1574, 1900]"
1913,"[807, 1492, 18, 1485, 518]"
1914,"[18, 480, 807, 1574, 403]"
1915,"[1607, 884, 1193, 886, 1896]"
1916,"[807, 1194, 1563, 1574, 18]"
1917,"[1204, 807, 18, 1574, 606]"
1918,"[398, 1602, 1249, 1157, 449]"
1919,"[901, 886, 1607, 1778, 1157]"
1920,"[403, 1607, 1896, 18, 1544]"
1921,"[1896, 18, 1573, 16, 1567]"
1922,"[807, 1204, 1006, 1717, 18]"
1923,"[18, 807, 1573, 1204, 1574]"
1924,"[403, 18, 1567, 807, 649]"
1925,"[1896, 1607, 901, 1191, 1613]"
1926,"[1627, 1905, 1892, 113, 1194]"
1927,"[1896, 1607, 884, 739, 1778]"
1928,"[1567, 18, 403, 623, 16]"
1929,"[18, 1204, 807, 606, 16]"
1930,"[372, 1186, 1725, 91, 739]"
1931,"[1607, 1676, 1080, 1252, 368]"
1932,"[18, 349, 884, 807, 135]"
1933,"[807, 18, 1204, 649, 401]"
1934,"[16, 1249, 478, 1204, 807]"
1935,"[1613, 1666, 18, 1554, 807]"
1936,"[1204, 18, 16, 606, 807]"
1937,"[18, 807, 1204, 1574, 1573]"
1938,"[807, 18, 403, 1204, 1574]"
1939,"[1801, 1799, 1804, 1802, 1781]"
1940,"[1574, 425, 1618, 18, 884]"
1941,"[425, 1573, 18, 160, 1574]"
1942,"[403, 18, 807, 1574, 73]"
1943,"[1863, 1861, 1809, 1664, 403]"
1944,"[1587, 1574, 807, 927, 1611]"
1945,"[1554, 1587, 1905, 1574, 1193]"
1946,"[73, 111, 884, 1574, 1249]"
1947,"[18, 406, 407, 160, 650]"
1948,"[807, 18, 1204, 1567, 1574]"
1949,"[1666, 1574, 1900, 723, 1584]"
1950,"[18, 455, 114, 535, 554]"
1951,"[501, 1457, 1249, 110, 1404]"
1952,"[884, 1574, 54, 57, 58]"
1953,"[420, 1700, 1701, 1713, 667]"
1954,"[1573, 1611, 1249, 18, 1596]"
1955,"[18, 807, 1204, 53, 1573]"
1956,"[807, 1204, 18, 1567, 16]"
1957,"[807, 1573, 18, 606, 1574]"
1958,"[1584, 1917, 1252, 1194, 730]"
1959,"[114, 1573, 884, 1194, 1611]"
1960,"[18, 807, 606, 1573, 1204]"
1961,"[1573, 478, 1204, 1249, 18]"
1962,"[884, 1617, 125, 1801, 1655]"
1963,"[807, 1249, 18, 1574, 1567]"
1964,"[18, 807, 16, 403, 1204]"
1965,"[665, 420, 1197, 126, 667]"
1966,"[807, 1573, 114, 1611, 1574]"
1967,"[407, 406, 18, 419, 1567]"
1968,"[884, 456, 454, 455, 114]"
1969,"[807, 884, 18, 16, 336]"
1970,"[807, 18, 1573, 1204, 667]"
1971,"[114, 561, 1230, 535, 807]"
1972,"[18, 1544, 1896, 807, 1574]"
1973,"[403, 1197, 420, 1888, 807]"
1974,"[368, 1191, 1072, 1896, 783]"
1975,"[18, 1204, 349, 807, 606]"
1976,"[739, 1033, 1591, 51, 1917]"
1977,"[349, 884, 54, 57, 58]"
1978,"[48, 1573, 1574, 1611, 105]"
1979,"[1072, 368, 1613, 1896, 1194]"
1980,"[1491, 544, 1573, 1434, 115]"
1981,"[1266, 50, 1611, 801, 1594]"
1982,"[807, 18, 647, 1573, 884]"
1983,"[807, 18, 1573, 884, 1204]"
1984,"[18, 807, 1204, 798, 662]"
1985,"[807, 1204, 18, 16, 478]"
1986,"[16, 687, 649, 807, 1573]"
1987,"[403, 73, 807, 1197, 480]"
1988,"[1573, 18, 1904, 1589, 1574]"
1989,"[1596, 1639, 1585, 672, 1593]"
1990,"[1583, 1596, 1625, 1194, 1563]"
1991,"[692, 807, 1573, 1601, 18]"
1992,"[18, 807, 1204, 16, 665]"
1993,"[807, 18, 847, 1574, 1204]"
1994,"[1574, 884, 18, 667, 903]"
1995,"[1204, 18, 667, 1573, 606]"
1996,"[1924, 478, 561, 1573, 114]"
1997,"[18, 807, 403, 16, 1204]"
1998,"[18, 891, 807, 1619, 16]"
1999,"[1567, 403, 16, 18, 1063]"
2000,"[114, 926, 16, 455, 807]"
2001,"[1574, 18, 807, 1249, 884]"
2002,"[1404, 37, 1453, 1457, 503]"
2003,"[420, 1888, 18, 1574, 1204]"
2004,"[43, 1574, 1006, 16, 37]"
2005,"[1573, 18, 57, 58, 54]"
2006,"[57, 58, 54, 18, 1570]"
2007,"[1573, 114, 807, 18, 1611]"
2008,"[1574, 406, 407, 18, 160]"
2009,"[1204, 807, 18, 1573, 1461]"
2010,"[807, 18, 1573, 1052, 1574]"
2011,"[368, 1613, 1072, 1896, 1056]"
2012,"[739, 691, 1573, 623, 91]"
2013,"[807, 1574, 18, 1449, 1404]"
2014,"[116, 1617, 16, 1204, 1249]"
2015,"[478, 1924, 1574, 1884, 1194]"
2016,"[18, 807, 1772, 16, 649]"
2017,"[1666, 18, 1574, 1584, 1573]"
2018,"[1900, 1574, 1915, 1902, 807]"
2019,"[1896, 1922, 1897, 807, 18]"
2020,"[1573, 114, 807, 48, 1611]"
2021,"[884, 1587, 1564, 1489, 1563]"
2022,"[1573, 649, 114, 18, 807]"
2023,"[124, 1700, 1540, 420, 1541]"
2024,"[18, 807, 891, 1574, 1567]"
2025,"[18, 1673, 1896, 1193, 1574]"
2026,"[18, 1249, 1574, 1204, 606]"
2027,"[1629, 1586, 1193, 1538, 1556]"
2028,"[885, 1574, 1603, 1193, 903]"
2029,"[160, 1929, 930, 18, 1574]"
2030,"[807, 480, 1249, 1611, 16]"
2031,"[18, 807, 1567, 54, 57]"
2032,"[111, 1249, 1611, 1594, 1596]"
2033,"[649, 1846, 18, 1855, 807]"
2034,"[1573, 18, 807, 1191, 51]"
2035,"[1884, 478, 1887, 1924, 786]"
2036,"[51, 478, 1573, 807, 1924]"
2037,"[403, 1809, 1861, 1863, 452]"
2038,"[868, 420, 1574, 1025, 169]"
2039,"[1574, 885, 1194, 1193, 1620]"
2040,"[1573, 1574, 1204, 807, 1194]"
2041,"[1249, 455, 16, 1922, 1897]"
2042,"[18, 1434, 1204, 478, 606]"
2043,"[18, 807, 662, 1204, 798]"
2044,"[1915, 1574, 1584, 1544, 480]"
2045,"[602, 97, 96, 1713, 1194]"
2046,"[884, 18, 1535, 135, 1607]"
2047,"[1573, 807, 18, 884, 1574]"
2048,"[18, 807, 16, 1287, 54]"
2049,"[1567, 403, 739, 807, 16]"
2050,"[1574, 1666, 500, 1193, 1026]"
2051,"[807, 708, 673, 1562, 687]"
2052,"[403, 807, 1063, 18, 884]"
2053,"[18, 1573, 1204, 807, 692]"
2054,"[1312, 650, 807, 1204, 18]"
2055,"[18, 1611, 807, 1267, 739]"
2056,"[1193, 1620, 1520, 1574, 18]"
2057,"[1573, 1204, 1476, 18, 1404]"
2058,"[1249, 111, 1596, 1594, 1585]"
2059,"[1567, 18, 807, 480, 1611]"
2060,"[1901, 18, 1619, 1611, 48]"
2061,"[1338, 57, 54, 58, 1570]"
2062,"[1896, 1778, 1193, 1544, 1894]"
2063,"[470, 620, 452, 1304, 670]"
2064,"[993, 18, 1027, 1574, 1054]"
2065,"[478, 18, 1573, 649, 401]"
2066,"[807, 884, 1575, 1204, 468]"
2067,"[1567, 37, 403, 18, 1063]"
2068,"[1574, 1194, 37, 1592, 1588]"
2069,"[18, 1204, 1573, 662, 807]"
2070,"[1574, 834, 18, 1591, 1667]"
2071,"[1320, 1670, 749, 665, 933]"
2072,"[110, 16, 1249, 1573, 1567]"
2073,"[116, 114, 1584, 1563, 1573]"
2074,"[739, 1574, 1809, 1591, 66]"
2075,"[1567, 807, 18, 1587, 16]"
2076,"[18, 1573, 807, 1889, 1204]"
2077,"[1896, 901, 1157, 368, 1194]"
2078,"[1204, 501, 1457, 18, 522]"
2079,"[886, 425, 1915, 1574, 1194]"
2080,"[1573, 901, 807, 927, 1587]"
2081,"[884, 1555, 1194, 1574, 1563]"
2082,"[1917, 1584, 1612, 1915, 1574]"
2083,"[18, 807, 1204, 606, 16]"
2084,"[807, 1573, 1204, 18, 1574]"
2085,"[1567, 18, 1574, 37, 1063]"
2086,"[807, 401, 18, 16, 82]"
2087,"[160, 723, 18, 930, 54]"
2088,"[114, 1573, 1611, 1584, 1596]"
2089,"[1249, 111, 1915, 749, 1611]"
2090,"[1613, 1603, 1896, 740, 368]"
2091,"[1567, 18, 48, 103, 37]"
2092,"[1320, 420, 628, 124, 96]"
2093,"[1607, 1157, 368, 1186, 1725]"
2094,"[18, 1573, 1204, 649, 677]"
2095,"[1567, 18, 1573, 807, 37]"
2096,"[1072, 1193, 1033, 1620, 372]"
2097,"[1607, 901, 1157, 1896, 478]"
2098,"[292, 1555, 807, 1655, 18]"
2099,"[16, 1204, 807, 606, 18]"
2100,"[1915, 425, 901, 1584, 1193]"
2101,"[1573, 18, 114, 478, 1204]"
2102,"[18, 403, 1567, 37, 1072]"
2103,"[884, 807, 1574, 18, 1915]"
2104,"[18, 1204, 1573, 37, 807]"
2105,"[1612, 1193, 1586, 884, 1620]"
2106,"[1574, 1573, 1267, 901, 1266]"
2107,"[156, 18, 160, 739, 1338]"
2108,"[1929, 807, 18, 265, 1666]"
2109,"[1555, 1655, 1896, 1194, 1617]"
2110,"[1655, 1722, 1555, 1617, 1611]"
2111,"[18, 807, 1204, 16, 1573]"
2112,"[1922, 1897, 18, 492, 1211]"
2113,"[18, 807, 1204, 1573, 606]"
2114,"[1607, 901, 884, 368, 886]"
2115,"[1888, 420, 665, 124, 1197]"
2116,"[1896, 18, 807, 54, 58]"
2117,"[18, 1204, 1573, 661, 884]"
2118,"[1186, 1607, 1896, 368, 739]"
2119,"[1896, 1611, 872, 368, 901]"
2120,"[807, 114, 445, 1573, 1204]"
2121,"[407, 1564, 807, 406, 1489]"
2122,"[1574, 18, 807, 49, 533]"
2123,"[1555, 1617, 1655, 18, 292]"
2124,"[1574, 18, 1564, 48, 1573]"
2125,"[1896, 1567, 1194, 1897, 1922]"
2126,"[1204, 807, 18, 1573, 662]"
2127,"[18, 807, 1573, 1204, 1567]"
2128,"[1555, 1617, 1655, 544, 1929]"
2129,"[807, 1574, 18, 633, 1630]"
2130,"[807, 58, 54, 57, 1574]"
2131,"[1896, 1252, 1607, 901, 368]"
2132,"[1896, 1607, 1613, 901, 1193]"
2133,"[1587, 1567, 807, 1574, 1554]"
2134,"[901, 1573, 18, 446, 110]"
2135,"[1906, 1924, 1573, 1884, 1596]"
2136,"[1574, 18, 1596, 1194, 1583]"
2137,"[1607, 1544, 1157, 368, 1896]"
2138,"[1713, 1562, 1655, 1538, 1556]"
2139,"[116, 692, 1241, 1589, 18]"
2140,"[884, 1611, 807, 1574, 1535]"
2141,"[1896, 1072, 18, 891, 368]"
2142,"[1896, 1186, 372, 368, 1157]"
2143,"[18, 783, 1607, 1157, 1186]"
2144,"[807, 561, 478, 1461, 1204]"
2145,"[807, 18, 1204, 665, 667]"
2146,"[420, 884, 126, 628, 18]"
2147,"[73, 1574, 884, 468, 54]"
2148,"[1574, 1186, 368, 807, 785]"
2149,"[1713, 335, 1596, 1194, 1585]"
2150,"[1574, 1666, 425, 1548, 419]"
2151,"[1573, 807, 1204, 18, 649]"
2152,"[1567, 1896, 18, 403, 1892]"
2153,"[1628, 124, 1884, 1887, 126]"
2154,"[18, 1072, 807, 1573, 51]"
2155,"[403, 1825, 807, 18, 1574]"
2156,"[665, 126, 1701, 420, 793]"
2157,"[18, 807, 884, 1204, 798]"
2158,"[807, 18, 1204, 336, 798]"
2159,"[807, 1204, 18, 114, 606]"
2160,"[160, 872, 420, 425, 1543]"
2161,"[1434, 1461, 1504, 553, 1204]"
2162,"[18, 884, 1574, 1607, 807]"
2163,"[18, 37, 43, 1567, 1532]"
2164,"[891, 1619, 18, 807, 1204]"
